,co2_mean,date_time_initial_value,label,swc_2_mean,fco2_dry,ts_2_mean,ta_mean,daym,month,treatment,drying_cycle,dar,tod,rep
530,453.76,4/1/24 10:25,OC1,0.276,0.7903,21.9,22.92932,1,4,Outside_treatments,3,6,am,0
531,452.45,4/1/24 10:26,OC1,0.2753,0.80266,21.85333,22.97478,1,4,Outside_treatments,3,6,am,0
532,456.47,4/1/24 10:28,5,0.182,1.3101,21.76,22.57961,1,4,NPK+Disturbance,3,6,am,1
533,457.58,4/1/24 10:30,5,0.182,1.36725,21.9,22.6442,1,4,NPK+Disturbance,3,6,am,1
534,458.15,4/1/24 10:31,5,0.18,1.39397,21.87333,22.41315,1,4,NPK+Disturbance,3,6,am,1
535,455.33,4/1/24 10:33,6,0.1721,0.89747,21.96,22.40398,1,4,NPK+Disturbance,3,6,am,2
536,454.81,4/1/24 10:35,6,0.17,0.9092,22.1,22.4914,1,4,NPK+Disturbance,3,6,am,2
537,454.52,4/1/24 10:36,6,0.17,0.9019,22.1,22.38357,1,4,NPK+Disturbance,3,6,am,2
538,461.01,4/1/24 10:38,7,0.225,1.05956,22.1,22.46637,1,4,Control,3,6,am,2
539,456.54,4/1/24 10:40,7,0.2313,1.13448,22.33,22.5532,1,4,Control,3,6,am,2
540,456.74,4/1/24 10:41,7,0.2286,1.15792,22.4,22.53084,1,4,Control,3,6,am,2
541,522.22,1/29/24 11:54,1,0.348,0.57221,15.16667,15.43371,29,1,Disturbance,1,1,am,1
542,451.6,1/29/24 11:56,1,0.348,0.44579,14.94,15.18838,29,1,Disturbance,1,1,am,1
543,451.78,1/29/24 11:57,1,0.33407,0.46384,15.21,15.34329,29,1,Disturbance,1,1,am,1
544,453.64,1/29/24 12:04,13,0.32707,0.98065,15.30667,16.18527,29,1,NPK+Disturbance,1,1,pm,3
545,453.81,1/29/24 12:05,13,0.33,0.96219,15.54,15.84274,29,1,NPK+Disturbance,1,1,pm,3
546,454.15,1/29/24 12:07,13,0.33062,1.05526,15.76167,15.80459,29,1,NPK+Disturbance,1,1,pm,3
547,451.66,1/29/24 12:14,14,0.1986,0.42721,15.7,15.57103,29,1,NPK,1,1,pm,3
549,452.69,1/29/24 12:17,14,0.1224,0.37553,9.6,15.93062,29,1,NPK,1,1,pm,3
550,453.92,1/29/24 12:21,24,0.31785,0.87007,16.05667,15.82384,29,1,NPK,1,1,pm,5
551,453.75,1/29/24 12:23,24,0.32,0.73357,16.2,16.34526,29,1,NPK,1,1,pm,5
552,453.85,1/29/24 12:24,24,0.32,0.73085,16.32667,16.34346,29,1,NPK,1,1,pm,5
553,458.04,1/29/24 12:29,OC3,0.384,1.19533,16.21667,16.18895,29,1,Outside_treatments,1,1,pm,0
554,457.3,1/29/24 12:31,OC3,0.384,1.08285,16.53333,16.66627,29,1,Outside_treatments,1,1,pm,0
555,457.64,1/29/24 12:32,OC3,0.384,1.01443,16.7,17.06715,29,1,Outside_treatments,1,1,pm,0
556,456.96,1/29/24 12:36,25,0.31525,1.01418,17.01667,18.38518,29,1,NPK,1,1,pm,5
557,456.17,1/29/24 12:38,25,0.31852,0.96179,17.2,18.75382,29,1,NPK,1,1,pm,5
558,456.38,1/29/24 12:39,25,0.32273,0.95272,17.2,19.33436,29,1,NPK,1,1,pm,5
559,455.16,1/29/24 12:43,16,0.29513,0.8478,16.8,16.17298,29,1,Control,1,1,pm,4
560,456.34,1/29/24 12:45,16,0.29893,1.0657,16.75167,16.30096,29,1,Control,1,1,pm,4
561,455.99,1/29/24 12:46,16,0.2982,1.01294,16.7,16.12081,29,1,Control,1,1,pm,4
562,457.08,1/29/24 12:51,17,0.245,0.98851,16.26667,16.79014,29,1,NPK,1,1,pm,4
563,457.78,1/29/24 12:52,17,0.2521,1.0668,16.32,16.80428,29,1,NPK,1,1,pm,4
564,457.63,1/29/24 12:54,17,0.25353,1.11508,16.5,16.73229,29,1,NPK,1,1,pm,4
565,453.61,1/29/24 12:58,OC5,0.23393,0.66314,16.5,18.54087,29,1,Outside_treatments,1,1,pm,0
566,454.28,1/29/24 12:59,OC5,0.31983,0.69417,16.5,18.89025,29,1,Outside_treatments,1,1,pm,0
567,453.66,1/29/24 13:01,OC5,0.319,0.65787,16.5,19.21079,29,1,Outside_treatments,1,1,pm,0
568,452.55,1/29/24 13:04,23,0.3454,0.64555,16.59,16.62585,29,1,Disturbance,1,1,pm,5
569,452.99,1/29/24 13:06,23,0.344,0.66656,16.94333,16.35933,29,1,Disturbance,1,1,pm,5
570,453.36,1/29/24 13:07,23,0.343,0.67164,16.97,15.84793,29,1,Disturbance,1,1,pm,5
571,455.82,1/29/24 13:11,OC4,0.362,1.12447,16.5,17.43567,29,1,Outside_treatments,1,1,pm,0
572,456.19,1/29/24 13:12,OC4,0.36143,0.85734,16.88667,17.91116,29,1,Outside_treatments,1,1,pm,0
573,457.42,1/29/24 13:14,OC4,0.362,0.90715,17.17333,18.38358,29,1,Outside_treatments,1,1,pm,0
574,455.97,1/29/24 13:18,22,0.378,0.84017,17.30333,16.29433,29,1,Control,1,1,pm,5
575,455.77,1/29/24 13:19,22,0.378,0.94652,17.58667,16.45729,29,1,Control,1,1,pm,5
576,456.24,1/29/24 13:21,22,0.378,1.13693,17.87333,16.52902,29,1,Control,1,1,pm,5
577,461.05,1/29/24 13:25,21,0.28308,1.60858,17.75667,16.85067,29,1,NPK+Disturbance,1,1,pm,5
578,460.07,1/29/24 13:26,21,0.395,1.49393,17.47333,16.92913,29,1,NPK+Disturbance,1,1,pm,5
579,460.12,1/29/24 13:28,21,0.395,1.49007,17.3,16.91633,29,1,NPK+Disturbance,1,1,pm,5
580,453.86,1/29/24 13:32,20,0.39248,0.81652,17.3,16.16341,29,1,Disturbance,1,1,pm,4
581,453.58,1/29/24 13:33,20,0.392,0.76663,17.205,15.66091,29,1,Disturbance,1,1,pm,4
582,453.84,1/29/24 13:34,20,0.391,0.7012,16.92333,15.36538,29,1,Disturbance,1,1,pm,4
583,454.88,1/29/24 13:39,19,0.21167,0.79977,16.66667,17.33348,29,1,NPK,1,1,pm,4
584,456.15,1/29/24 13:40,19,0.253,0.97218,16.725,17.15445,29,1,NPK,1,1,pm,4
585,455.81,1/29/24 13:42,19,0.255,0.84132,16.8,17.19391,29,1,NPK,1,1,pm,4
586,457.88,1/29/24 13:46,18,0.32595,1.48229,17.265,16.34024,29,1,NPK+Disturbance,1,1,pm,4
587,458.92,1/29/24 13:47,18,0.368,1.60696,17.56333,16.58507,29,1,NPK+Disturbance,1,1,pm,4
588,458.16,1/29/24 13:49,18,0.368,1.43383,17.7,16.53204,29,1,NPK+Disturbance,1,1,pm,4
589,452.97,1/29/24 14:34,7,0.2681,0.70764,17.51,17.92584,29,1,Control,1,1,pm,2
590,453.31,1/29/24 14:35,7,0.26952,0.75614,17.845,18.57134,29,1,Control,1,1,pm,2
591,452.9,1/29/24 14:37,7,0.27175,0.77455,18,18.01583,29,1,Control,1,1,pm,2
592,461.25,1/29/24 14:41,6,0.2101,2.1676,18.22,16.91476,29,1,NPK+Disturbance,1,1,pm,2
593,462.1,1/29/24 14:42,6,0.38297,1.71784,18.4,17.13166,29,1,NPK+Disturbance,1,1,pm,2
594,458.76,1/29/24 14:43,6,0.383,1.55129,18.4,16.9152,29,1,NPK+Disturbance,1,1,pm,2
595,453.45,1/29/24 14:47,8,0.3104,0.95703,18.72,17.45033,29,1,Disturbance,1,1,pm,2
596,453.13,1/29/24 14:48,8,0.387,0.83883,18.94667,17.82581,29,1,Disturbance,1,1,pm,2
597,453.72,1/29/24 14:50,8,0.387,1.01515,19.1,17.69582,29,1,Disturbance,1,1,pm,2
598,458.27,1/29/24 14:53,5,0.33642,1.41935,18.91667,16.31153,29,1,NPK+Disturbance,1,1,pm,1
599,458.09,1/29/24 14:54,5,0.366,1.33697,18.73333,16.38522,29,1,NPK+Disturbance,1,1,pm,1
600,457.51,1/29/24 14:56,5,0.366,1.18103,18.6,16.45328,29,1,NPK+Disturbance,1,1,pm,1
601,447.16,1/29/24 15:05,OC1,0.3494,1.06609,17.5,17.37261,29,1,Outside_treatments,1,1,pm,0
602,450.48,1/29/24 15:07,OC1,0.35,0.39401,17.5,16.84674,29,1,Outside_treatments,1,1,pm,0
603,451.13,1/29/24 15:08,OC1,0.35,0.37247,17.3,16.86616,29,1,Outside_treatments,1,1,pm,0
604,453.57,1/29/24 15:13,9,0.19345,0.95098,17.3,17.17668,29,1,NPK,1,1,pm,2
605,453.97,1/29/24 15:14,9,0.22627,0.88724,17.26833,17.17446,29,1,NPK,1,1,pm,2
606,454.73,1/29/24 15:16,9,0.23193,0.83239,17.2,17.32849,29,1,NPK,1,1,pm,2
607,461.08,1/29/24 15:19,OC2,0.2664,1.54345,17.23,18.55122,29,1,Outside_treatments,1,1,pm,0
608,465.86,1/29/24 15:20,OC2,0.2732,1.55348,17.71333,19.02835,29,1,Outside_treatments,1,1,pm,0
609,462.74,1/29/24 15:22,OC2,0.27793,1.44678,18.19,19.01226,29,1,Outside_treatments,1,1,pm,0
610,451.47,1/29/24 15:25,10,0.29293,0.53652,18.2,17.65375,29,1,NPK,1,1,pm,2
611,451.79,1/29/24 15:27,10,0.29683,0.6116,18.01667,17.25743,29,1,NPK,1,1,pm,2
612,452.84,1/29/24 15:28,10,0.3,0.52197,17.63333,17.30863,29,1,NPK,1,1,pm,2
614,451.19,1/29/24 15:33,4,0.33577,0.58561,17.5,18.07027,29,1,Control,1,1,pm,1
615,452.05,1/29/24 15:34,4,0.3363,0.54509,17.5,17.79757,29,1,Control,1,1,pm,1
616,452.86,1/29/24 15:38,11,0.32067,0.70322,17.3,17.16634,29,1,NPK,1,1,pm,3
617,452.64,1/29/24 15:39,11,0.3713,0.66315,17.14,16.41305,29,1,NPK,1,1,pm,3
618,452.57,1/29/24 15:41,11,0.372,0.63931,16.85667,16.07005,29,1,NPK,1,1,pm,3
619,453.83,1/29/24 15:44,12,0.37513,1.25562,16.22,15.75708,29,1,Disturbance,1,1,pm,3
620,452.41,1/29/24 15:45,12,0.37543,0.83512,15.53,15.45805,29,1,Disturbance,1,1,pm,3
621,453.04,1/29/24 15:47,12,0.375,1.12342,15,15.83281,29,1,Disturbance,1,1,pm,3
622,451.64,1/29/24 15:49,15,0.19192,0.53764,14.81667,16.91033,29,1,Control,1,1,pm,3
623,451.5,1/29/24 15:51,15,0.332,0.52351,15,16.66356,29,1,Control,1,1,pm,3
624,451.8,1/29/24 15:52,15,0.33387,0.48072,15.28667,16.6549,29,1,Control,1,1,pm,3
625,458.77,1/29/24 15:57,3,0.12045,1.14649,15.865,16.59636,29,1,NPK,1,1,pm,1
626,456.18,1/29/24 15:59,3,0.22195,1.30626,16.68833,16.72476,29,1,NPK,1,1,pm,1
627,456.55,1/29/24 16:00,3,0.226,1.39342,17.12,16.88388,29,1,NPK,1,1,pm,1
628,450.36,1/29/24 16:03,2,0.315,0.48877,17.5,15.89497,29,1,NPK,1,1,pm,1
629,450.64,1/29/24 16:04,2,0.3183,0.57329,17.02667,15.44549,29,1,NPK,1,1,pm,1
630,449.94,1/29/24 16:06,2,0.31913,0.40945,16.54,15.42083,29,1,NPK,1,1,pm,1
631,457.01,1/30/24 12:18,7,0.344,0.5687,16,17.04012,30,1,Control,1,2,pm,2
632,457.72,1/30/24 12:20,7,0.34457,0.60545,16,17.12754,30,1,Control,1,2,pm,2
633,458.37,1/30/24 12:21,7,0.345,0.57278,16,17.15223,30,1,Control,1,2,pm,2
634,456.82,1/30/24 12:24,6,0.36453,0.69421,16.39,16.85554,30,1,NPK+Disturbance,1,2,pm,2
635,456.85,1/30/24 12:25,6,0.36505,0.65764,16.7,16.87979,30,1,NPK+Disturbance,1,2,pm,2
636,456.89,1/30/24 12:27,6,0.366,0.6912,16.7,16.36781,30,1,NPK+Disturbance,1,2,pm,2
637,456.63,1/30/24 12:29,8,0.37305,0.64979,16.73,16.99052,30,1,Disturbance,1,2,pm,2
638,457.85,1/30/24 12:31,8,0.37448,0.64594,17.49333,17.66604,30,1,Disturbance,1,2,pm,2
639,455.89,1/30/24 12:32,8,0.375,0.60655,17.97,17.5935,30,1,Disturbance,1,2,pm,2
640,458.13,1/30/24 12:35,5,0.25147,0.94563,18.13667,16.46334,30,1,NPK+Disturbance,1,2,pm,1
641,459.37,1/30/24 12:36,5,0.369,0.87808,18.42,16.79842,30,1,NPK+Disturbance,1,2,pm,1
642,459.67,1/30/24 12:38,5,0.36953,0.917,18.6,16.81619,30,1,NPK+Disturbance,1,2,pm,1
643,455.66,1/30/24 12:40,OC1,0.30333,0.35268,18.61333,17.75758,30,1,Outside_treatments,1,2,pm,0
644,456.66,1/30/24 12:42,OC1,0.3287,0.39706,18.095,18.48349,30,1,Outside_treatments,1,2,pm,0
645,456.45,1/30/24 12:43,OC1,0.33078,0.39862,17.58667,18.66282,30,1,Outside_treatments,1,2,pm,0
646,458.72,1/30/24 12:46,9,0.1843,0.80136,17.24333,17.02196,30,1,NPK,1,2,pm,2
647,458.55,1/30/24 12:47,9,0.23613,0.67437,17.3,17.55957,30,1,NPK,1,2,pm,2
648,459.18,1/30/24 12:49,9,0.2393,0.69637,17.3,17.89483,30,1,NPK,1,2,pm,2
649,460.91,1/30/24 12:51,OC2,0.25415,1.07349,17.895,19.30644,30,1,Outside_treatments,1,2,pm,0
650,460.82,1/30/24 12:53,OC2,0.30253,1.16862,19.11333,19.38067,30,1,Outside_treatments,1,2,pm,0
651,461.03,1/30/24 12:54,OC2,0.304,1.03828,20.12,19.55512,30,1,Outside_treatments,1,2,pm,0
652,455.64,1/30/24 12:56,4,0.34035,0.54751,20.47667,19.03175,30,1,Control,1,2,pm,1
653,455.85,1/30/24 12:58,4,0.3441,0.53835,20.08,19.01071,30,1,Control,1,2,pm,1
654,456.16,1/30/24 12:59,4,0.34597,0.54463,19.51333,18.80158,30,1,Control,1,2,pm,1
655,456.87,1/30/24 13:02,10,0.205,0.52738,18.85333,18.40268,30,1,NPK,1,2,pm,2
656,456.9,1/30/24 13:03,10,0.24677,0.60329,18.44667,18.60004,30,1,NPK,1,2,pm,2
657,456.45,1/30/24 13:05,10,0.24727,0.66852,18.105,18.62626,30,1,NPK,1,2,pm,2
658,456.61,1/30/24 13:07,11,0.29117,0.60701,17.69333,17.92937,30,1,NPK,1,2,pm,3
659,456.81,1/30/24 13:09,11,0.296,0.68801,17.5,17.96888,30,1,NPK,1,2,pm,3
660,456.84,1/30/24 13:10,11,0.29777,0.60912,17.32333,18.08959,30,1,NPK,1,2,pm,3
661,455.5,1/30/24 13:13,12,0.37657,0.73017,17.285,17.49454,30,1,Disturbance,1,2,pm,3
662,455.35,1/30/24 13:14,12,0.37872,0.62963,17.64333,17.24589,30,1,Disturbance,1,2,pm,3
663,454.53,1/30/24 13:15,12,0.379,0.60779,18.02667,17.08341,30,1,Disturbance,1,2,pm,3
664,458.82,1/30/24 13:18,3,0.222,1.13423,18.37667,18.23023,30,1,NPK,1,2,pm,1
665,460.19,1/30/24 13:20,3,0.2209,1.33109,18.89,18.7951,30,1,NPK,1,2,pm,1
666,459.21,1/30/24 13:21,3,0.22373,1.0447,19.39333,18.84852,30,1,NPK,1,2,pm,1
667,453.67,1/30/24 13:23,2,0.339,0.60528,19.53333,17.82855,30,1,NPK,1,2,pm,1
668,453.41,1/30/24 13:25,2,0.36327,0.56844,19.02,18.26792,30,1,NPK,1,2,pm,1
669,455.64,1/30/24 13:26,2,0.36468,0.48212,18.52667,18.51393,30,1,NPK,1,2,pm,1
670,457.3,1/30/24 13:28,1,0.35547,0.81245,18.2,17.95806,30,1,Disturbance,1,2,pm,1
671,457.11,1/30/24 13:30,1,0.356,0.74427,18.45667,18.24721,30,1,Disturbance,1,2,pm,1
672,457.03,1/30/24 13:31,1,0.35672,0.86088,18.6,18.29268,30,1,Disturbance,1,2,pm,1
673,458.95,1/30/24 13:33,13,0.29317,1.39552,18.61,18.65529,30,1,NPK+Disturbance,1,2,pm,3
674,458.56,1/30/24 13:35,13,0.29987,1.24045,18.9,18.66934,30,1,NPK+Disturbance,1,2,pm,3
675,458.59,1/30/24 13:36,13,0.30112,1.28355,18.81167,18.14469,30,1,NPK+Disturbance,1,2,pm,3
676,453.53,1/30/24 13:39,14,0.2859,0.35463,18.6,18.00798,30,1,NPK,1,2,pm,3
677,453.98,1/30/24 13:40,14,0.29185,0.30918,18.43,17.70798,30,1,NPK,1,2,pm,3
678,454.27,1/30/24 13:42,14,0.29472,0.33349,18.54333,17.51883,30,1,NPK,1,2,pm,3
679,454.12,1/30/24 13:44,15,0.24747,0.48479,18.20667,18.68958,30,1,Control,1,2,pm,3
680,455.35,1/30/24 13:46,15,0.26177,0.46138,18.2,19.53659,30,1,Control,1,2,pm,3
681,455.01,1/30/24 13:47,15,0.26218,0.48343,18.03667,19.71718,30,1,Control,1,2,pm,3
682,457.18,1/30/24 13:50,24,0.23438,0.79986,17.7,19.2419,30,1,NPK,1,2,pm,5
683,457.61,1/30/24 13:52,24,0.29123,0.78666,17.74667,19.28209,30,1,NPK,1,2,pm,5
684,456.68,1/30/24 13:53,24,0.29267,0.83974,17.9,18.92176,30,1,NPK,1,2,pm,5
685,457.14,1/30/24 13:55,25,0.358,0.88876,18.25,20.77534,30,1,NPK,1,2,pm,5
686,458.79,1/30/24 13:57,25,0.358,0.77106,18.85,20.99267,30,1,NPK,1,2,pm,5
687,457.85,1/30/24 13:58,25,0.358,0.83944,19.27333,21.06973,30,1,NPK,1,2,pm,5
688,459.23,1/30/24 14:01,OC3,0.3325,0.91738,19.76,19.36785,30,1,Outside_treatments,1,2,pm,0
689,460.9,1/30/24 14:02,OC3,0.33747,0.92811,20.19333,19.50376,30,1,Outside_treatments,1,2,pm,0
690,458.25,1/30/24 14:03,OC3,0.339,0.91289,20.33,18.80719,30,1,Outside_treatments,1,2,pm,0
691,453.26,1/30/24 14:08,OC5,0.3477,0.56407,19.56,19.63541,30,1,Outside_treatments,1,2,pm,0
692,456.82,1/30/24 14:09,OC5,0.348,0.61882,19.3,19.79343,30,1,Outside_treatments,1,2,pm,0
693,454.23,1/30/24 14:11,OC5,0.34855,0.70324,19.19,19.91373,30,1,Outside_treatments,1,2,pm,0
694,454.63,1/30/24 14:13,23,0.26868,0.90935,19.1,19.01748,30,1,Disturbance,1,2,pm,5
695,454.88,1/30/24 14:14,23,0.3412,0.83752,19.1,19.04756,30,1,Disturbance,1,2,pm,5
696,454.52,1/30/24 14:16,23,0.342,0.84342,19.1,18.80557,30,1,Disturbance,1,2,pm,5
697,456.84,1/30/24 14:18,OC4,0.3412,0.94928,19.1,19.8843,30,1,Outside_treatments,1,2,pm,0
698,458.06,1/30/24 14:20,OC4,0.34452,0.94469,18.99667,19.9189,30,1,Outside_treatments,1,2,pm,0
699,457.69,1/30/24 14:21,OC4,0.345,1.10616,18.9,19.63778,30,1,Outside_treatments,1,2,pm,0
700,456.96,1/30/24 14:24,22,0.3064,0.92338,18.61333,18.75985,30,1,Control,1,2,pm,5
701,458.7,1/30/24 14:25,22,0.308,0.8983,18.22,18.5582,30,1,Control,1,2,pm,5
702,457.05,1/30/24 14:27,22,0.30967,0.96828,17.96667,18.55693,30,1,Control,1,2,pm,5
703,457.49,1/30/24 14:29,21,0.23813,1.26674,17.77333,17.81748,30,1,NPK+Disturbance,1,2,pm,5
704,459.43,1/30/24 14:30,21,0.377,1.27344,17.68667,18.08058,30,1,NPK+Disturbance,1,2,pm,5
705,458.03,1/30/24 14:32,21,0.37652,1.27678,17.5,18.13649,30,1,NPK+Disturbance,1,2,pm,5
706,457.34,1/30/24 14:34,20,0.29833,0.81699,17.46667,17.86079,30,1,Disturbance,1,2,pm,4
707,455.17,1/30/24 14:36,20,0.357,0.7921,17.5,17.59078,30,1,Disturbance,1,2,pm,4
708,455.95,1/30/24 14:37,20,0.357,0.74407,17.36667,17.36896,30,1,Disturbance,1,2,pm,4
709,467.67,1/30/24 14:40,19,0.28095,0.57165,17.23167,18.21197,30,1,NPK,1,2,pm,4
710,455.56,1/30/24 14:41,19,0.28525,0.73431,17.3,18.85037,30,1,NPK,1,2,pm,4
711,454.86,1/30/24 14:42,19,0.28533,0.61346,17.3,19.07426,30,1,NPK,1,2,pm,4
712,457.86,1/30/24 14:45,18,0.3465,1.16637,17.48333,18.85479,30,1,NPK+Disturbance,1,2,pm,4
713,457.8,1/30/24 14:47,18,0.37835,1.10302,17.77,18.79255,30,1,NPK+Disturbance,1,2,pm,4
714,457.8,1/30/24 14:48,18,0.379,1.17588,17.9,18.58567,30,1,NPK+Disturbance,1,2,pm,4
715,458.96,1/30/24 14:51,17,0.2841,1.2297,17.9,18.69363,30,1,NPK,1,2,pm,4
716,459.42,1/30/24 14:52,17,0.28522,1.21187,17.9,18.41275,30,1,NPK,1,2,pm,4
717,461.29,1/30/24 14:53,17,0.2854,1.08869,17.7,18.41206,30,1,NPK,1,2,pm,4
718,455.21,1/30/24 14:56,16,0.15565,0.79023,17.61,19.18228,30,1,Control,1,2,pm,4
719,456.04,1/30/24 14:57,16,0.2859,0.74804,17.99,19.68271,30,1,Control,1,2,pm,4
